T,E
1.2272287151493289,-424.0
1.3185369419956037,-504.0
1.2563660321500556,-440.0
1.0542878705677219,-512.0
1.1352674704550878,-504.0
1.496684249205589,-496.0
1.0524898579480353,-512.0
1.1242032019328256,-512.0
1.3634973071434413,-512.0
1.0046298909105618,-512.0
1.1226294865116049,-432.0
1.0873207354679264,-512.0
1.0180299171386817,-444.0
1.1657844986712762,-504.0
1.0509470786572725,-440.0
1.1081778476127007,-512.0
1.0061513429443014,-512.0
1.2978568873428638,-512.0
1.099102113606449,-512.0
1.2039807151802826,-496.0
1.454776121935675,-512.0
1.4917085379964687,-504.0
1.3113543724941041,-432.0
1.2610061506832562,-512.0
1.0335833344238834,-432.0
1.0958015048313499,-512.0
1.4167292768942799,-496.0
1.3250625077793985,-504.0
1.3914800650130426,-512.0
1.4623508336099444,-512.0
1.4020622630911315,-512.0
1.45198664543902,-500.0
1.2460766077877146,-512.0
1.4453962454392624,-504.0
1.3708582052598675,-512.0
1.27649653262645,-504.0
1.4809488322747573,-504.0
1.1885723401778403,-408.0
1.0114019355148487,-512.0
1.217548530001519,-504.0
1.2588307606438645,-440.0
1.2601375573702844,-512.0
1.2466449879253334,-512.0
1.3515167328494462,-512.0
1.3195068246320822,-488.0
1.334906997341255,-512.0
1.068703965018901,-512.0
1.4292989599556911,-512.0
1.4420728556834086,-512.0
1.331810523330176,-504.0
1.2681002065556877,-512.0
1.0154089172839698,-512.0
1.0609162523142657,-428.0
1.3662067514968939,-512.0
1.328134519663745,-504.0
1.1239197814756792,-512.0
1.1975036200202782,-416.0
1.467969911350313,-504.0
1.4995523652371192,-496.0
1.1011816823976153,-504.0
1.1432231134410276,-512.0
1.0897460361730438,-504.0
1.0707979442843873,-504.0
1.1169697429326704,-512.0
1.144164051965122,-512.0
1.3868603413758132,-504.0
1.289609784470948,-428.0
1.1809063052766953,-512.0
1.1510357843918193,-512.0
1.3577035648079008,-504.0
1.2697637176308394,-512.0
1.2079037010853049,-512.0
1.2246807510718942,-512.0
1.139011053300407,-512.0
1.0319086280520877,-512.0
1.4313822818704391,-504.0
1.0590029510602577,-432.0
1.1712018384053144,-504.0
1.1641806025023445,-504.0
1.390150746954696,-512.0
1.2093041503951898,-512.0
1.0360295735364717,-512.0
